2026-01-01 14:26:00 - INFO - PRINT: WELCOME TO THE EXPERIMENT: 26_01_01_14:26:00_social_vervet_middle_boxfilter_4x_sr
2026-01-01 14:26:00 - INFO - PRINT: Using seed: 42
2026-01-01 14:26:00 - INFO - PRINT: Model param count: 1791238
2026-01-01 14:26:00 - INFO - PRINT: Getting timesteps available for channel_middle_filtered_fs4 in /home/rmcconke/orcd/scratch/numpy_4000
2026-01-01 14:26:00 - INFO - PRINT: Number of timesteps available: 4000
2026-01-01 14:26:00 - INFO - PRINT: Number of train samples: 1500
2026-01-01 14:26:00 - INFO - PRINT: Number of val samples: 2400
2026-01-01 14:27:00 - INFO - PRINT: Epoch [   0], Train Loss: 0.5266, Validation Loss: 0.2705
2026-01-01 14:27:00 - INFO - PRINT: ----> Saving model from epoch 0 (val loss: 0.2705327872435252). Complex!
2026-01-01 14:27:26 - INFO - PRINT: Epoch [   1], Train Loss: 0.2097, Validation Loss: 0.2705
2026-01-01 14:27:51 - INFO - PRINT: Epoch [   2], Train Loss: 0.1764, Validation Loss: 0.2705
2026-01-01 14:28:17 - INFO - PRINT: Epoch [   3], Train Loss: 0.1682, Validation Loss: 0.2705
2026-01-01 14:28:43 - INFO - PRINT: Epoch [   4], Train Loss: 0.1709, Validation Loss: 0.2705
2026-01-01 14:29:09 - INFO - PRINT: Epoch [   5], Train Loss: 0.1576, Validation Loss: 0.2705
2026-01-01 14:29:35 - INFO - PRINT: Epoch [   6], Train Loss: 0.1496, Validation Loss: 0.2705
2026-01-01 14:30:01 - INFO - PRINT: Epoch [   7], Train Loss: 0.1426, Validation Loss: 0.2705
2026-01-01 14:30:27 - INFO - PRINT: Epoch [   8], Train Loss: 0.1370, Validation Loss: 0.2705
2026-01-01 14:30:53 - INFO - PRINT: Epoch [   9], Train Loss: 0.1282, Validation Loss: 0.2705
2026-01-01 14:31:19 - INFO - PRINT: Epoch [  10], Train Loss: 0.1256, Validation Loss: 0.2705
2026-01-01 14:31:45 - INFO - PRINT: Epoch [  11], Train Loss: 0.1204, Validation Loss: 0.2705
2026-01-01 14:32:10 - INFO - PRINT: Epoch [  12], Train Loss: 0.1247, Validation Loss: 0.2705
2026-01-01 14:32:36 - INFO - PRINT: Epoch [  13], Train Loss: 0.1202, Validation Loss: 0.2705
2026-01-01 14:33:02 - INFO - PRINT: Epoch [  14], Train Loss: 0.1181, Validation Loss: 0.2705
2026-01-01 14:33:28 - INFO - PRINT: Epoch [  15], Train Loss: 0.1093, Validation Loss: 0.2705
2026-01-01 14:33:54 - INFO - PRINT: Epoch [  16], Train Loss: 0.1128, Validation Loss: 0.2705
2026-01-01 14:34:20 - INFO - PRINT: Epoch [  17], Train Loss: 0.1078, Validation Loss: 0.2705
2026-01-01 14:34:46 - INFO - PRINT: Epoch [  18], Train Loss: 0.1097, Validation Loss: 0.2705
2026-01-01 14:35:12 - INFO - PRINT: Epoch [  19], Train Loss: 0.1048, Validation Loss: 0.2705
2026-01-01 14:35:51 - INFO - PRINT: Epoch [  20], Train Loss: 0.1091, Validation Loss: 0.1111
2026-01-01 14:36:16 - INFO - PRINT: Epoch [  21], Train Loss: 0.1028, Validation Loss: 0.1111
2026-01-01 14:36:42 - INFO - PRINT: Epoch [  22], Train Loss: 0.1020, Validation Loss: 0.1111
2026-01-01 14:37:08 - INFO - PRINT: Epoch [  23], Train Loss: 0.1074, Validation Loss: 0.1111
2026-01-01 14:37:34 - INFO - PRINT: Epoch [  24], Train Loss: 0.1021, Validation Loss: 0.1111
2026-01-01 14:38:00 - INFO - PRINT: Epoch [  25], Train Loss: 0.0960, Validation Loss: 0.1111
2026-01-01 14:38:26 - INFO - PRINT: Epoch [  26], Train Loss: 0.0992, Validation Loss: 0.1111
2026-01-01 14:38:52 - INFO - PRINT: Epoch [  27], Train Loss: 0.0989, Validation Loss: 0.1111
2026-01-01 14:39:17 - INFO - PRINT: Epoch [  28], Train Loss: 0.0987, Validation Loss: 0.1111
2026-01-01 14:39:43 - INFO - PRINT: Epoch [  29], Train Loss: 0.0970, Validation Loss: 0.1111
2026-01-01 14:40:09 - INFO - PRINT: Epoch [  30], Train Loss: 0.0938, Validation Loss: 0.1111
2026-01-01 14:40:35 - INFO - PRINT: Epoch [  31], Train Loss: 0.0913, Validation Loss: 0.1111
2026-01-01 14:41:01 - INFO - PRINT: Epoch [  32], Train Loss: 0.0950, Validation Loss: 0.1111
2026-01-01 14:41:27 - INFO - PRINT: Epoch [  33], Train Loss: 0.0952, Validation Loss: 0.1111
2026-01-01 14:41:53 - INFO - PRINT: Epoch [  34], Train Loss: 0.0891, Validation Loss: 0.1111
2026-01-01 14:42:19 - INFO - PRINT: Epoch [  35], Train Loss: 0.0921, Validation Loss: 0.1111
2026-01-01 14:42:45 - INFO - PRINT: Epoch [  36], Train Loss: 0.0956, Validation Loss: 0.1111
2026-01-01 14:43:10 - INFO - PRINT: Epoch [  37], Train Loss: 0.0931, Validation Loss: 0.1111
2026-01-01 14:43:36 - INFO - PRINT: Epoch [  38], Train Loss: 0.0893, Validation Loss: 0.1111
2026-01-01 14:44:02 - INFO - PRINT: Epoch [  39], Train Loss: 0.0858, Validation Loss: 0.1111
2026-01-01 14:44:41 - INFO - PRINT: Epoch [  40], Train Loss: 0.0901, Validation Loss: 0.1019
