2026-01-01 14:13:00 - INFO - PRINT: WELCOME TO THE EXPERIMENT: 26_01_01_14:13:00_caring_shrew_middle_boxfilter_4x_sr
2026-01-01 14:13:00 - INFO - PRINT: Using seed: 42
2026-01-01 14:13:00 - INFO - PRINT: Model param count: 1791238
2026-01-01 14:13:00 - INFO - PRINT: Getting timesteps available for channel_middle_filtered_fs4 in /home/rmcconke/orcd/scratch/numpy_4000
2026-01-01 14:13:00 - INFO - PRINT: Number of timesteps available: 4000
2026-01-01 14:13:00 - INFO - PRINT: Number of train samples: 498
2026-01-01 14:13:00 - INFO - PRINT: Number of val samples: 2400
2026-01-01 14:13:33 - INFO - PRINT: Epoch [   0], Train Loss: 0.7085, Validation Loss: 0.5578
2026-01-01 14:13:33 - INFO - PRINT: ----> Saving model from epoch 0 (val loss: 0.5577623039484024). Opulent!
2026-01-01 14:13:41 - INFO - PRINT: Epoch [   1], Train Loss: 0.4614, Validation Loss: 0.5578
2026-01-01 14:13:50 - INFO - PRINT: Epoch [   2], Train Loss: 0.3051, Validation Loss: 0.5578
2026-01-01 14:13:58 - INFO - PRINT: Epoch [   3], Train Loss: 0.2388, Validation Loss: 0.5578
2026-01-01 14:14:07 - INFO - PRINT: Epoch [   4], Train Loss: 0.1981, Validation Loss: 0.5578
2026-01-01 14:14:16 - INFO - PRINT: Epoch [   5], Train Loss: 0.1838, Validation Loss: 0.5578
2026-01-01 14:14:24 - INFO - PRINT: Epoch [   6], Train Loss: 0.1773, Validation Loss: 0.5578
2026-01-01 14:14:33 - INFO - PRINT: Epoch [   7], Train Loss: 0.1733, Validation Loss: 0.5578
2026-01-01 14:14:42 - INFO - PRINT: Epoch [   8], Train Loss: 0.1788, Validation Loss: 0.5578
2026-01-01 14:14:50 - INFO - PRINT: Epoch [   9], Train Loss: 0.1671, Validation Loss: 0.5578
2026-01-01 14:14:59 - INFO - PRINT: Epoch [  10], Train Loss: 0.1648, Validation Loss: 0.5578
2026-01-01 14:15:07 - INFO - PRINT: Epoch [  11], Train Loss: 0.1703, Validation Loss: 0.5578
2026-01-01 14:15:16 - INFO - PRINT: Epoch [  12], Train Loss: 0.1653, Validation Loss: 0.5578
2026-01-01 14:15:25 - INFO - PRINT: Epoch [  13], Train Loss: 0.1607, Validation Loss: 0.5578
2026-01-01 14:15:33 - INFO - PRINT: Epoch [  14], Train Loss: 0.1512, Validation Loss: 0.5578
2026-01-01 14:15:42 - INFO - PRINT: Epoch [  15], Train Loss: 0.1587, Validation Loss: 0.5578
2026-01-01 14:15:50 - INFO - PRINT: Epoch [  16], Train Loss: 0.1702, Validation Loss: 0.5578
2026-01-01 14:15:59 - INFO - PRINT: Epoch [  17], Train Loss: 0.1510, Validation Loss: 0.5578
2026-01-01 14:16:08 - INFO - PRINT: Epoch [  18], Train Loss: 0.1403, Validation Loss: 0.5578
2026-01-01 14:16:16 - INFO - PRINT: Epoch [  19], Train Loss: 0.1371, Validation Loss: 0.5578
2026-01-01 14:16:40 - INFO - PRINT: Epoch [  20], Train Loss: 0.1404, Validation Loss: 0.1397
2026-01-01 14:16:48 - INFO - PRINT: Epoch [  21], Train Loss: 0.1398, Validation Loss: 0.1397
2026-01-01 14:16:57 - INFO - PRINT: Epoch [  22], Train Loss: 0.1356, Validation Loss: 0.1397
2026-01-01 14:17:05 - INFO - PRINT: Epoch [  23], Train Loss: 0.1362, Validation Loss: 0.1397
2026-01-01 14:17:14 - INFO - PRINT: Epoch [  24], Train Loss: 0.1341, Validation Loss: 0.1397
2026-01-01 14:17:22 - INFO - PRINT: Epoch [  25], Train Loss: 0.1303, Validation Loss: 0.1397
2026-01-01 14:17:31 - INFO - PRINT: Epoch [  26], Train Loss: 0.1295, Validation Loss: 0.1397
2026-01-01 14:17:40 - INFO - PRINT: Epoch [  27], Train Loss: 0.1252, Validation Loss: 0.1397
2026-01-01 14:17:48 - INFO - PRINT: Epoch [  28], Train Loss: 0.1196, Validation Loss: 0.1397
2026-01-01 14:17:57 - INFO - PRINT: Epoch [  29], Train Loss: 0.1237, Validation Loss: 0.1397
2026-01-01 14:18:05 - INFO - PRINT: Epoch [  30], Train Loss: 0.1282, Validation Loss: 0.1397
2026-01-01 14:18:14 - INFO - PRINT: Epoch [  31], Train Loss: 0.1183, Validation Loss: 0.1397
2026-01-01 14:18:23 - INFO - PRINT: Epoch [  32], Train Loss: 0.1173, Validation Loss: 0.1397
2026-01-01 14:18:31 - INFO - PRINT: Epoch [  33], Train Loss: 0.1207, Validation Loss: 0.1397
2026-01-01 14:18:40 - INFO - PRINT: Epoch [  34], Train Loss: 0.1169, Validation Loss: 0.1397
2026-01-01 14:18:48 - INFO - PRINT: Epoch [  35], Train Loss: 0.1204, Validation Loss: 0.1397
2026-01-01 14:18:57 - INFO - PRINT: Epoch [  36], Train Loss: 0.1168, Validation Loss: 0.1397
2026-01-01 14:19:06 - INFO - PRINT: Epoch [  37], Train Loss: 0.1130, Validation Loss: 0.1397
2026-01-01 14:19:14 - INFO - PRINT: Epoch [  38], Train Loss: 0.1230, Validation Loss: 0.1397
2026-01-01 14:19:23 - INFO - PRINT: Epoch [  39], Train Loss: 0.1204, Validation Loss: 0.1397
2026-01-01 14:19:44 - INFO - PRINT: Epoch [  40], Train Loss: 0.1121, Validation Loss: 0.1138
2026-01-01 14:19:53 - INFO - PRINT: Epoch [  41], Train Loss: 0.1152, Validation Loss: 0.1138
2026-01-01 14:20:01 - INFO - PRINT: Epoch [  42], Train Loss: 0.1139, Validation Loss: 0.1138
2026-01-01 14:20:10 - INFO - PRINT: Epoch [  43], Train Loss: 0.1148, Validation Loss: 0.1138
2026-01-01 14:20:18 - INFO - PRINT: Epoch [  44], Train Loss: 0.1084, Validation Loss: 0.1138
2026-01-01 14:20:27 - INFO - PRINT: Epoch [  45], Train Loss: 0.1065, Validation Loss: 0.1138
2026-01-01 14:20:36 - INFO - PRINT: Epoch [  46], Train Loss: 0.1174, Validation Loss: 0.1138
2026-01-01 14:20:44 - INFO - PRINT: Epoch [  47], Train Loss: 0.1100, Validation Loss: 0.1138
2026-01-01 14:20:53 - INFO - PRINT: Epoch [  48], Train Loss: 0.1055, Validation Loss: 0.1138
2026-01-01 14:21:01 - INFO - PRINT: Epoch [  49], Train Loss: 0.1169, Validation Loss: 0.1138
2026-01-01 14:21:10 - INFO - PRINT: Epoch [  50], Train Loss: 0.1139, Validation Loss: 0.1138
2026-01-01 14:21:19 - INFO - PRINT: Epoch [  51], Train Loss: 0.1080, Validation Loss: 0.1138
2026-01-01 14:21:27 - INFO - PRINT: Epoch [  52], Train Loss: 0.1036, Validation Loss: 0.1138
2026-01-01 14:21:36 - INFO - PRINT: Epoch [  53], Train Loss: 0.1065, Validation Loss: 0.1138
2026-01-01 14:21:44 - INFO - PRINT: Epoch [  54], Train Loss: 0.1029, Validation Loss: 0.1138
2026-01-01 14:21:53 - INFO - PRINT: Epoch [  55], Train Loss: 0.1043, Validation Loss: 0.1138
2026-01-01 14:22:02 - INFO - PRINT: Epoch [  56], Train Loss: 0.1052, Validation Loss: 0.1138
2026-01-01 14:22:10 - INFO - PRINT: Epoch [  57], Train Loss: 0.1130, Validation Loss: 0.1138
2026-01-01 14:22:19 - INFO - PRINT: Epoch [  58], Train Loss: 0.1021, Validation Loss: 0.1138
2026-01-01 14:22:28 - INFO - PRINT: Epoch [  59], Train Loss: 0.1026, Validation Loss: 0.1138
