2025-12-30 10:53:56 - INFO - PRINT: WELCOME TO THE EXPERIMENT: 25_12_30_10:53:56_polite_cod_middle_boxfilter_4x_sr
2025-12-30 10:53:56 - INFO - PRINT: Using seed: 42
2025-12-30 10:53:56 - INFO - PRINT: Model param count: 1791238
2025-12-30 10:53:56 - INFO - PRINT: Getting timesteps available for channel_middle_filtered_fs4 in /home/rmcconke/orcd/scratch/numpy_4000
2025-12-30 10:53:56 - INFO - PRINT: Number of timesteps available: 4000
2025-12-30 10:53:56 - INFO - PRINT: Number of train samples: 50
2025-12-30 10:53:56 - INFO - PRINT: Number of val samples: 800
2025-12-30 10:54:05 - INFO - PRINT: Epoch [   0], Train Loss: 0.7589, Validation Loss: 0.6297
2025-12-30 10:54:05 - INFO - PRINT: ----> Saving model from epoch 0 (val loss: 0.6296632802486419). Bright!
2025-12-30 10:54:05 - INFO - PRINT: Epoch [   1], Train Loss: 0.7600, Validation Loss: 0.6297
2025-12-30 10:54:06 - INFO - PRINT: Epoch [   2], Train Loss: 0.6695, Validation Loss: 0.6297
2025-12-30 10:54:07 - INFO - PRINT: Epoch [   3], Train Loss: 0.6622, Validation Loss: 0.6297
2025-12-30 10:54:08 - INFO - PRINT: Epoch [   4], Train Loss: 0.6390, Validation Loss: 0.6297
2025-12-30 10:54:09 - INFO - PRINT: Epoch [   5], Train Loss: 0.5380, Validation Loss: 0.6297
2025-12-30 10:54:10 - INFO - PRINT: Epoch [   6], Train Loss: 0.5568, Validation Loss: 0.6297
2025-12-30 10:54:11 - INFO - PRINT: Epoch [   7], Train Loss: 0.5389, Validation Loss: 0.6297
2025-12-30 10:54:12 - INFO - PRINT: Epoch [   8], Train Loss: 0.5197, Validation Loss: 0.6297
2025-12-30 10:54:12 - INFO - PRINT: Epoch [   9], Train Loss: 0.4870, Validation Loss: 0.6297
2025-12-30 10:54:13 - INFO - PRINT: Epoch [  10], Train Loss: 0.5020, Validation Loss: 0.6297
2025-12-30 10:54:14 - INFO - PRINT: Epoch [  11], Train Loss: 0.4807, Validation Loss: 0.6297
2025-12-30 10:54:15 - INFO - PRINT: Epoch [  12], Train Loss: 0.4704, Validation Loss: 0.6297
2025-12-30 10:54:16 - INFO - PRINT: Epoch [  13], Train Loss: 0.4181, Validation Loss: 0.6297
2025-12-30 10:54:17 - INFO - PRINT: Epoch [  14], Train Loss: 0.4037, Validation Loss: 0.6297
2025-12-30 10:54:18 - INFO - PRINT: Epoch [  15], Train Loss: 0.3597, Validation Loss: 0.6297
2025-12-30 10:54:19 - INFO - PRINT: Epoch [  16], Train Loss: 0.3448, Validation Loss: 0.6297
2025-12-30 10:54:20 - INFO - PRINT: Epoch [  17], Train Loss: 0.3250, Validation Loss: 0.6297
2025-12-30 10:54:20 - INFO - PRINT: Epoch [  18], Train Loss: 0.3175, Validation Loss: 0.6297
2025-12-30 10:54:21 - INFO - PRINT: Epoch [  19], Train Loss: 0.2939, Validation Loss: 0.6297
